Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
O	DET	0	2	13	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
estudo	NOUN	0	2	14	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
analisou	VERB	1	2	15	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
riscos	NOUN	0	2	16	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
digitais	ADJ	0	2	17	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
em	ADP	0	2	18	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
organizações	NOUN	0	2	19	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
brasileiras	ADJ	0	2	20	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
.	PUNCT	0	2	21	0	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
1	['DET', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	2	1	1	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
O	DET	0	3	0	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
Google	PROPN	0	3	1	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
anunciou	VERB	0	3	2	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
melhorias	NOUN	0	3	3	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
em	ADP	0	3	4	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
seus	DET	0	3	5	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
serviços	NOUN	0	3	6	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
de	ADP	0	3	7	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
nuvem	NOUN	0	3	8	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
no	ADP	0	3	9	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
Brasil	PROPN	0	3	10	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
.	PUNCT	0	3	11	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
A	DET	0	3	12	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
empresa	NOUN	0	3	13	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
destacou	VERB	0	3	14	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
o	DET	0	3	15	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
crescimento	NOUN	0	3	16	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
da	ADP	0	3	17	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
computação	NOUN	0	3	18	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
em	ADP	0	3	19	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
nuvem	NOUN	0	3	20	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
entre	ADP	0	3	21	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
pequenas	ADJ	0	3	22	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
empresas	NOUN	0	3	23	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
.	PUNCT	0	3	24	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
2	['DET', 'PROPN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	3	2	1	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
A	DET	0	4	0	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
Petrobras	PROPN	0	4	1	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
utiliza	VERB	0	4	2	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
sistemas	NOUN	0	4	3	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
digitais	ADJ	0	4	4	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
para	SCONJ	0	4	5	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
controlar	VERB	0	4	6	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
processos	NOUN	0	4	7	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
industriais	ADJ	0	4	8	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
no	ADP	0	4	9	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
Rio	PROPN	0	4	10	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
de	ADP	0	4	11	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
Janeiro	PROPN	0	4	12	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
.	PUNCT	0	4	13	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
A	DET	0	4	14	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
companhia	NOUN	0	4	15	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
investe	VERB	1	4	16	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
em	ADP	0	4	17	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
automação	NOUN	1	4	18	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
e	CCONJ	0	4	19	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
análise	NOUN	0	4	20	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
de	ADP	0	4	21	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
dados	NOUN	0	4	22	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
.	PUNCT	0	4	23	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
3	['DET', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]	4	3	1	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
O	DET	0	5	0	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
Banco	PROPN	0	5	1	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
do	ADP	0	5	2	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
Brasil	PROPN	0	5	3	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
ampliou	VERB	0	5	4	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
o	DET	0	5	5	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
uso	NOUN	0	5	6	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
de	ADP	0	5	7	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
aplicativos	NOUN	0	5	8	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
móveis	ADJ	0	5	9	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
para	ADP	0	5	10	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
atendimento	NOUN	0	5	11	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
aos	ADP	0	5	12	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
clientes	NOUN	0	5	13	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
.	PUNCT	0	5	14	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
A	DET	0	5	15	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
instituição	NOUN	0	5	16	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
também	ADV	0	5	17	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
reforçou	VERB	1	5	18	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
medidas	NOUN	0	5	19	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
de	ADP	0	5	20	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
proteção	NOUN	0	5	21	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
contra	ADP	0	5	22	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
fraudes	NOUN	1	5	23	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
.	PUNCT	0	5	24	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
4	['DET', 'PROPN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]	5	4	1	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
A	DET	0	6	0	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
Prefeitura	NOUN	0	6	1	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
de	ADP	0	6	2	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
Curitiba	PROPN	0	6	3	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
implementou	VERB	1	6	4	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
uma	DET	0	6	5	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
plataforma	NOUN	0	6	6	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
online	ADJ	0	6	7	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
para	ADP	0	6	8	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
serviços	NOUN	0	6	9	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
públicos	ADJ	0	6	10	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
.	PUNCT	0	6	11	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
O	DET	0	6	12	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
sistema	NOUN	0	6	13	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
permite	VERB	0	6	14	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
consultar	VERB	1	6	15	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
documentos	NOUN	0	6	16	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
e	CCONJ	0	6	17	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
solicitar	VERB	1	6	18	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
atendimento	NOUN	0	6	19	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
pela	ADP	0	6	20	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
internet	PROPN	0	6	21	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
.	PUNCT	0	6	22	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
5	['DET', 'NOUN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	6	5	1	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
A	DET	0	7	0	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Amazon	PROPN	0	7	1	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Web	PROPN	0	7	2	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Services	PROPN	1	7	3	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
oferece	VERB	0	7	4	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
recursos	NOUN	0	7	5	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
de	ADP	0	7	6	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
armazenamento	NOUN	0	7	7	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
e	CCONJ	0	7	8	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
processamento	NOUN	0	7	9	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
para	ADP	0	7	10	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
empresas	NOUN	0	7	11	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
.	PUNCT	0	7	12	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Muitas	DET	0	7	13	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
organizações	NOUN	0	7	14	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
usam	VERB	0	7	15	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
a	DET	0	7	16	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
nuvem	NOUN	0	7	17	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
para	SCONJ	0	7	18	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
reduzir	VERB	0	7	19	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
