Token	POS-Tag	OOV	Id	Index	Documento
realizou	VERB	0	2	5	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
uma	DET	0	2	6	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
pesquisa	NOUN	0	2	7	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
sobre	ADP	0	2	8	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
segurança	NOUN	0	2	9	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
da	ADP	0	2	10	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
informação	NOUN	0	2	11	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
.	PUNCT	0	2	12	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
O	DET	0	2	13	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
estudo	NOUN	0	2	14	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
analisou	VERB	1	2	15	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
riscos	NOUN	0	2	16	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
digitais	ADJ	0	2	17	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
em	ADP	0	2	18	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
organizações	NOUN	0	2	19	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
brasileiras	ADJ	0	2	20	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
.	PUNCT	0	2	21	A Universidade de São Paulo realizou uma pesquisa sobre segurança da informação . O estudo analisou riscos digitais em organizações brasileiras .
O	DET	0	3	0	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
Google	PROPN	0	3	1	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
anunciou	VERB	0	3	2	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
melhorias	NOUN	0	3	3	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
em	ADP	0	3	4	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
seus	DET	0	3	5	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
serviços	NOUN	0	3	6	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
de	ADP	0	3	7	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
nuvem	NOUN	0	3	8	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
no	ADP	0	3	9	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
Brasil	PROPN	0	3	10	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
.	PUNCT	0	3	11	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
A	DET	0	3	12	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
empresa	NOUN	0	3	13	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
destacou	VERB	0	3	14	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
o	DET	0	3	15	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
crescimento	NOUN	0	3	16	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
da	ADP	0	3	17	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
computação	NOUN	0	3	18	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
em	ADP	0	3	19	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
nuvem	NOUN	0	3	20	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
entre	ADP	0	3	21	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
pequenas	ADJ	0	3	22	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
empresas	NOUN	0	3	23	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
.	PUNCT	0	3	24	O Google anunciou melhorias em seus serviços de nuvem no Brasil . A empresa destacou o crescimento da computação em nuvem entre pequenas empresas .
A	DET	0	4	0	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
Petrobras	PROPN	0	4	1	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
utiliza	VERB	0	4	2	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
sistemas	NOUN	0	4	3	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
digitais	ADJ	0	4	4	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
para	SCONJ	0	4	5	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
controlar	VERB	0	4	6	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
processos	NOUN	0	4	7	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
industriais	ADJ	0	4	8	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
no	ADP	0	4	9	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
Rio	PROPN	0	4	10	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
de	ADP	0	4	11	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
Janeiro	PROPN	0	4	12	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
.	PUNCT	0	4	13	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
A	DET	0	4	14	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
companhia	NOUN	0	4	15	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
investe	VERB	1	4	16	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
em	ADP	0	4	17	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
automação	NOUN	1	4	18	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
e	CCONJ	0	4	19	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
análise	NOUN	0	4	20	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
de	ADP	0	4	21	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
dados	NOUN	0	4	22	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
.	PUNCT	0	4	23	A Petrobras utiliza sistemas digitais para controlar processos industriais no Rio de Janeiro . A companhia investe em automação e análise de dados .
O	DET	0	5	0	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
Banco	PROPN	0	5	1	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
do	ADP	0	5	2	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
Brasil	PROPN	0	5	3	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
ampliou	VERB	0	5	4	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
o	DET	0	5	5	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
uso	NOUN	0	5	6	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
de	ADP	0	5	7	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
aplicativos	NOUN	0	5	8	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
móveis	ADJ	0	5	9	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
para	ADP	0	5	10	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
atendimento	NOUN	0	5	11	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
aos	ADP	0	5	12	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
clientes	NOUN	0	5	13	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
.	PUNCT	0	5	14	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
A	DET	0	5	15	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
instituição	NOUN	0	5	16	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
também	ADV	0	5	17	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
reforçou	VERB	1	5	18	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
medidas	NOUN	0	5	19	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
de	ADP	0	5	20	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
proteção	NOUN	0	5	21	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
contra	ADP	0	5	22	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
fraudes	NOUN	1	5	23	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
.	PUNCT	0	5	24	O Banco do Brasil ampliou o uso de aplicativos móveis para atendimento aos clientes . A instituição também reforçou medidas de proteção contra fraudes .
A	DET	0	6	0	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
Prefeitura	NOUN	0	6	1	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
de	ADP	0	6	2	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
Curitiba	PROPN	0	6	3	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
implementou	VERB	1	6	4	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
uma	DET	0	6	5	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
plataforma	NOUN	0	6	6	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
online	ADJ	0	6	7	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
para	ADP	0	6	8	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
serviços	NOUN	0	6	9	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
públicos	ADJ	0	6	10	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
.	PUNCT	0	6	11	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
O	DET	0	6	12	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
sistema	NOUN	0	6	13	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
permite	VERB	0	6	14	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
consultar	VERB	1	6	15	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
documentos	NOUN	0	6	16	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
e	CCONJ	0	6	17	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
solicitar	VERB	1	6	18	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
atendimento	NOUN	0	6	19	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
pela	ADP	0	6	20	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
internet	PROPN	0	6	21	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
.	PUNCT	0	6	22	A Prefeitura de Curitiba implementou uma plataforma online para serviços públicos . O sistema permite consultar documentos e solicitar atendimento pela internet .
A	DET	0	7	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Amazon	PROPN	0	7	1	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Web	PROPN	0	7	2	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Services	PROPN	1	7	3	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
oferece	VERB	0	7	4	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
recursos	NOUN	0	7	5	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
de	ADP	0	7	6	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
armazenamento	NOUN	0	7	7	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
e	CCONJ	0	7	8	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
processamento	NOUN	0	7	9	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
para	ADP	0	7	10	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
empresas	NOUN	0	7	11	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
.	PUNCT	0	7	12	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
Muitas	DET	0	7	13	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
organizações	NOUN	0	7	14	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
usam	VERB	0	7	15	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
a	DET	0	7	16	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
nuvem	NOUN	0	7	17	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
para	SCONJ	0	7	18	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
reduzir	VERB	0	7	19	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
custos	NOUN	0	7	20	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
operacionais	ADJ	0	7	21	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
.	PUNCT	0	7	22	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
O	DET	0	8	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
Ministério	PROPN	0	8	1	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
da	ADP	0	8	2	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
Educação	PROPN	0	8	3	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
divulgou	VERB	0	8	4	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
dados	NOUN	0	8	5	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
sobre	ADP	0	8	6	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
ensino	NOUN	0	8	7	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
a	DET	0	8	8	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
distância	NOUN	0	8	9	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
no	ADP	0	8	10	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
Brasil	PROPN	0	8	11	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
.	PUNCT	0	8	12	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
As	DET	0	8	13	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
informações	NOUN	0	8	14	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
mostram	VERB	0	8	15	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
aumento	NOUN	0	8	16	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
no	ADP	0	8	17	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
uso	NOUN	0	8	18	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
de	ADP	0	8	19	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
plataformas	NOUN	0	8	20	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
digitais	ADJ	0	8	21	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
.	PUNCT	0	8	22	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
A	DET	0	9	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
empresa	NOUN	0	9	1	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
Totvs	PROPN	1	9	2	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
desenvolve	VERB	0	9	3	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
sistemas	NOUN	0	9	4	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
